91,10,0,T18,T18,0,0,0,0,0,4,,,
59,10,0,T40,T40,0,0,0,0,1,4,,,
27,10,0,T56,T56,0,0,0,0,2,4,,,
11,10,0,T72,T72,0,0,0,0,3,4,,,
43,10,0,T75,T75,0,0,0,0,4,4,,,
75,10,0,T83,T83,0,0,0,0,5,4,,,
76,10,0,T3,T3,0,0,1,0,6,4,,,
44,10,0,T39,T39,0,0,1,0,7,4,,,
92,10,0,T45,T45,0,0,1,0,8,4,,,
12,10,0,T6,T6,0,0,1,0,9,4,,,
60,10,0,T73,T73,0,0,1,0,10,4,,,
28,10,0,T82,T82,0,0,1,0,11,4,,,
101,10,0,T24,T24,0,0,10,0,12,4,,,
85,10,0,T32,T32,0,0,10,0,13,4,,,
21,10,0,T46,T46,0,0,10,0,14,4,,,
69,10,0,T49,T49,0,0,10,0,15,4,,,
37,10,0,T64,T64,0,0,10,0,16,4,,,
53,10,0,T93,T93,0,0,10,0,17,4,,,
54,10,0,T48,T48,0,0,11,0,18,4,,,
70,10,0,T77,T77,0,0,11,0,19,4,,,
22,10,0,T79,T79,0,0,11,0,20,4,,,
38,10,0,T84,T84,0,0,11,0,21,4,,,
102,10,0,T86,T86,0,0,11,0,22,4,,,
86,10,0,T96,T96,0,0,11,0,23,4,,,
87,10,0,T12,T12,0,0,12,0,24,4,,,
23,10,0,T30,T30,0,0,12,0,25,4,,,
103,10,0,T51,T51,0,0,12,0,26,4,,,
71,10,0,T57,T57,0,0,12,0,27,4,,,
55,10,0,T69,T69,0,0,12,0,28,4,,,
39,10,0,T8,T8,0,0,12,0,29,4,,,
88,10,0,T23,T23,0,0,13,0,30,4,,,
40,10,0,T35,T35,0,0,13,0,31,4,,,
56,10,0,T58,T58,0,0,13,0,32,4,,,
104,10,0,T60,T60,0,0,13,0,33,4,,,
72,10,0,T87,T87,0,0,13,0,34,4,,,
24,10,0,T95,T95,0,0,13,0,35,4,,,
25,10,0,T19,T19,0,0,14,0,36,4,,,
73,10,0,T33,T33,0,0,14,0,37,4,,,
41,10,0,T47,T47,0,0,14,0,38,4,,,
89,10,0,T50,T50,0,0,14,0,39,4,,,
105,10,0,T78,T78,0,0,14,0,40,4,,,
57,10,0,T90,T90,0,0,14,0,41,4,,,
74,10,0,T10,T10,0,0,15,0,42,4,,,
58,10,0,T21,T21,0,0,15,0,43,4,,,
106,10,0,T31,T31,0,0,15,0,44,4,,,
26,10,0,T66,T66,0,0,15,0,45,4,,,
42,10,0,T88,T88,0,0,15,0,46,4,,,
90,10,0,T91,T91,0,0,15,0,47,4,,,
61,10,0,T16,T16,0,0,2,0,48,4,,,
77,10,0,T28,T28,0,0,2,0,49,4,,,
29,10,0,T42,T42,0,0,2,0,50,4,,,
45,10,0,T54,T54,0,2,2,0,51,4,,,
13,10,0,T59,T59,0,0,2,0,52,4,,,
93,10,0,T62,T62,0,0,2,0,53,4,,,
46,10,0,T1,T1,0,0,3,0,54,4,,,
14,10,0,T25,T25,0,0,3,0,55,4,,,
94,10,0,T38,T38,0,0,3,0,56,4,,,
78,10,0,T53,T53,0,0,3,0,57,4,,,
62,10,0,T68,T68,0,0,3,0,58,4,,,
30,10,0,T74,T74,0,0,3,0,59,4,,,
31,10,0,T14,T14,0,0,4,0,60,4,,,
63,10,0,T29,T29,0,0,4,0,61,4,,,
79,10,0,T37,T37,0,0,4,0,62,4,,,
95,10,0,T4,T4,0,0,4,0,63,4,,,
47,10,0,T65,T65,0,0,4,0,64,4,,,
15,10,0,T81,T81,0,0,4,0,65,4,,,
80,10,0,T17,T17,0,0,5,0,66,4,,,
96,10,0,T27,T27,0,0,5,0,67,4,,,
16,10,0,T41,T41,0,0,5,0,68,4,,,
48,10,0,T43,T43,0,0,5,0,69,4,,,
64,10,0,T55,T55,0,0,5,0,70,4,,,
32,10,0,T7,T7,0,0,5,0,71,4,,,
49,10,0,T15,T15,0,0,6,0,72,4,,,
65,10,0,T2,T2,0,0,6,0,73,4,,,
33,10,0,T26,T26,0,0,6,0,74,4,,,
81,10,0,T44,T44,0,0,6,0,75,4,,,
97,10,0,T52,T52,0,0,6,0,76,4,,,
17,10,0,T89,T89,0,0,6,0,77,4,,,
18,10,0,T13,T13,0,0,7,0,78,4,,,
66,10,0,T61,T61,0,0,7,0,79,4,,,
82,10,0,T70,T70,0,0,7,0,80,4,,,
34,10,0,T71,T71,0,0,7,0,81,4,,,
50,10,0,T80,T80,0,0,7,0,82,4,,,
98,10,0,T94,T94,0,0,7,0,83,4,,,
99,10,0,T11,T11,0,0,8,0,84,4,,,
67,10,0,T22,T22,0,0,8,0,85,4,,,
19,10,0,T36,T36,0,0,8,0,86,4,,,
83,10,0,T63,T63,0,0,8,0,87,4,,,
35,10,0,T76,T76,0,0,8,0,88,4,,,
51,10,0,T9,T9,0,0,8,0,89,4,,,
36,10,0,T20,T20,0,0,9,0,90,4,,,
52,10,0,T34,T34,0,0,9,0,91,4,,,
20,10,0,T5,T5,0,0,9,0,92,4,,,
68,10,0,T67,T67,0,0,9,0,93,4,,,
84,10,0,T85,T85,0,0,9,0,94,4,,,
100,10,0,T92,T92,0,0,9,0,95,4,,,
