11,10,0,piano1,piano1,1,0,0,0,0,16,,,
12,10,0,piano2,piano2,1,0,0,0,0,16,,,
13,10,0,piano3,piano3,1,0,0,0,0,16,,,
14,10,0,piano4,piano4,1,0,0,0,0,16,,,
15,10,0,piano5,piano5,1,0,0,0,0,16,,,
16,10,0,piano6,piano6,1,0,0,0,0,16,,,
26,25,0,break1,break1,2,0,0,0,1,16,,,
27,25,0,break2,break2,2,0,0,0,1,16,,,
28,25,0,break3,break3,2,0,0,0,1,16,,,
29,25,0,break4,break4,2,0,0,0,1,16,,,
30,25,0,break5,break5,2,0,0,0,1,16,,,
31,30,0,walking1,walking1,2,0,0,0,2,16,,,
32,30,0,walking2,walking2,2,0,0,0,2,16,,,
33,30,0,walking3,walking3,2,0,0,0,2,16,,,
34,30,0,walking4,walking4,2,0,0,0,2,16,,,
41,40,0,batterie1,batterie1,3,0,0,0,3,16,,,
42,40,0,batterie2,batterie2,3,0,0,0,3,16,,,
43,40,0,batterie3,batterie3,3,0,0,0,3,16,,,
44,40,0,batterie4,batterie4,3,0,0,0,3,16,,,
45,40,0,batterie5,batterie5,3,0,0,0,3,16,,,
46,40,0,batterie6,batterie6,3,0,0,0,3,16,,,
47,40,0,batterie7,batterie7,3,0,0,0,3,16,,,
48,40,0,batterie8,batterie8,3,0,0,0,3,16,,,
49,40,0,batterie9,batterie9,3,0,0,0,3,16,,,
50,40,0,batterie10,batterie10,3,0,0,0,3,16,,,
51,40,0,batterie11,batterie11,3,0,0,0,3,16,,,
52,40,0,batterie12,batterie12,3,0,0,0,3,16,,,
53,40,0,batterie13,batterie13,3,0,0,0,3,16,,,
54,40,0,batterie14,batterie14,3,0,0,0,3,16,,,
55,40,0,batterie15,batterie15,3,0,0,0,3,16,,,
56,40,0,batterie16,batterie16,3,0,0,0,3,16,,,
57,40,0,batterie17,batterie17,3,0,0,0,3,16,,,
61,60,0,saxo1,saxo1,4,0,0,0,4,16,,,
62,60,0,saxo2,saxo2,4,0,0,0,4,16,,,
63,60,0,saxo3,saxo3,4,0,0,0,4,16,,,
64,60,0,saxo4,saxo4,4,0,0,0,4,16,,,
65,60,0,saxo5,saxo5,4,0,0,0,4,16,,,
66,60,0,saxo6,saxo6,4,0,0,0,4,16,,,
67,60,0,saxo7,saxo7,4,0,0,0,4,16,,,
68,60,0,saxo8,saxo8,4,0,0,0,4,16,,,
69,60,0,saxo9,saxo9,4,0,0,0,4,16,,,
70,60,0,saxo10,saxo10,4,0,0,0,4,16,,,
71,60,0,saxo11,saxo11,4,0,0,0,4,16,,,
72,60,0,saxo12,saxo12,4,0,0,0,4,16,,,
73,60,0,saxo13,saxo13,4,0,0,0,4,16,,,
74,60,0,saxo14,saxo14,4,0,0,0,4,16,,,
75,60,0,saxo15,saxo15,4,0,0,0,4,16,,,
76,60,0,saxo16,saxo16,4,0,0,0,4,16,,,
81,80,0,cornet1,cornet1,5,0,0,0,5,16,,,
82,80,0,cornet2,cornet2,5,0,0,0,5,16,,,
83,80,0,cornet3,cornet3,5,0,0,0,5,16,,,
84,80,0,cornet4,cornet4,5,0,0,0,5,16,,,
85,80,0,cornet5,cornet5,5,0,0,0,5,16,,,
86,80,0,cornet6,cornet6,5,0,0,0,5,16,,,
87,80,0,cornet7,cornet7,5,0,0,0,5,16,,,
88,80,0,cornet8,cornet8,5,0,0,0,5,16,,,
89,80,0,cornet9,cornet9,5,0,0,0,5,16,,,
90,80,0,cornet10,cornet10,5,0,0,0,5,16,,,
91,80,0,cornet11,cornet11,5,0,0,0,5,16,,,
92,80,0,cornet12,cornet12,5,0,0,0,5,16,,,
93,80,0,cornet13,cornet13,5,0,0,0,5,16,,,
94,80,0,cornet14,cornet14,5,0,0,0,5,16,,,
95,80,0,cornet15,cornet15,5,0,0,0,5,16,,,
96,80,0,cornet16,cornet16,5,0,0,0,5,16,,,
101,100,0,congas1,congas1,6,0,0,0,6,16,,,
102,100,0,congas2,congas2,6,0,0,0,6,16,,,
103,100,0,congas3,congas3,6,0,0,0,6,16,,,
104,100,0,congas4,congas4,6,0,0,0,6,16,,,
105,100,0,congas5,congas5,6,0,0,0,6,16,,,
106,100,0,congas6,congas6,6,0,0,0,6,16,,,
107,100,0,congas7,congas7,6,0,0,0,6,16,,,
108,100,0,congas8,congas8,6,0,0,0,6,16,,,
109,100,0,congas9,congas9,6,0,0,0,6,16,,,
110,100,0,congas10,congas10,6,0,0,0,6,16,,,
111,100,0,congas11,congas11,6,0,0,0,6,16,,,
112,100,0,congas12,congas12,6,0,0,0,6,16,,,
121,120,0,Theme1Sax,Theme1Sax,4,0,0,0,7,16,,,
122,120,0,Theme2Sax,Theme2Sax,4,0,0,0,7,16,,,
123,120,0,Theme3Sax,Theme3Sax,4,0,0,0,7,16,,,
124,120,0,Theme1Cornet,Theme1Cornet,5,0,0,0,8,16,,,
125,120,0,Theme2Cornet,Theme1Cornet,5,0,0,0,8,16,,,
126,120,0,Theme3Cornet,Theme3Cornet,5,0,0,0,8,16,,,
